,name,rating,reviews,ctype,hq,old,employees
22,Nutek,3.8,(65 Reviews),Public,Gurgaon + 19 more,30 years old,11-50 Employees (India)
23,Srg Housing Fina...,3.6,(65 Reviews),Public,"Udaipur,Rajasthan + 17 more",23 years old,201-500 Employees (India)
24,S10 Healthcare S...,3.5,(65 Reviews),Private,Chennai + 2 more,9 years old,201-500 Employees (India)
25,Grecian Super Sp...,2.4,(65 Reviews),Private,Mohali + 1 more,16 years old,11-50 Employees (India)
26,ROI NET Solutio...,4.5,(65 Reviews),Private,"Gurgaon,Haryana + 16 more",10 years old,51-200 Employees (India)
27,Enka Insaat Ve S...,4.6,(65 Reviews),Istanbul + 5 more,65 years old,201-500 Employees (India),
28,Paytm Money,3.9,(65 Reviews),Public,"Noida,Uttar Pradesh + 15 more",5 years old,11-50 Employees (India)
29,SE2 DIGITAL SERV...,3.5,(65 Reviews),LLP,"Topeka,Kansas",3 years old,51-200 Employees (India)
0,Tekion,3.9,(65 Reviews),Private,San Ramon + 2 more,6 years old,1k-5k Employees (India)
1,Icreon Communica...,3.9,(65 Reviews),Private,"New York,New York + 2 more",22 years old,51-200 Employees (India)
2,SE2 DIGITAL SERV...,3.5,(65 Reviews),LLP,"Topeka,Kansas",3 years old,51-200 Employees (India)
3,Greytip Software,4.2,(65 Reviews),Private,"Bangalore,Karnataka + 5 more",28 years old,501-1k Employees (India)
4,QUALITY EVALUATI...,3.8,(65 Reviews),Private,Bengaluru + 11 more,37 years old,201-500 Employees (India)
5,Mars,4.2,(351 Reviews),Private,McLean + 16 more,131 years old,501-1k Employees (India)
6,Kerry Ingredient...,4.0,(69 Reviews),Public,Tralee + 7 more,50 years old,201-500 Employees (India)
7,R K Construction,4.1,(64 Reviews),Jamshedpur + 24 more,51-200 Employees (India),,
8,BCITS,3.9,(64 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 20 more",23 years old,51-200 Employees (India)
9,Alpha Maier,3.9,(64 Reviews),Gurgaon + 5 more,11 years old,51-200 Employees (India),
10,HMD Global,3.9,(64 Reviews),Private,Espoo + 24 more,6 years old,201-500 Employees (India)
11,K & J Project,3.0,(64 Reviews),Private,Nagpur + 16 more,18 years old,51-200 Employees (India)
12,Denso Haryana Pr...,4.1,(64 Reviews),Manesar + 4 more,501-1k Employees (India),,
13,Hyland Software ...,4.2,(64 Reviews),LLP,"Westlake,OHIO",31 years old,201-500 Employees (India)
14,MSN R&D Center,3.7,(64 Reviews),Hyderabad/Secunderabad + 1 more,,,
15,Advance India Pr...,3.9,(64 Reviews),Private,Gurgaon + 7 more,31 years old,51-200 Employees (India)
16,Luxor Internatio...,3.8,(64 Reviews),Private,Noida + 3 more,42 years old,201-500 Employees (India)
17,Abhyudaya Co-ope...,3.9,(64 Reviews),Private,Mumbai + 10 more,58 years old,51-200 Employees (India)
18,Rathi Transpower,4.0,(64 Reviews),Pune + 2 more,39 years old,51-200 Employees (India),
19,Datacomp Web Tec...,3.6,(64 Reviews),Private,"Mumbai,Maharashtra + 7 more",37 years old,201-500 Employees (India)
20,Trn Energy,3.8,(64 Reviews),Raipur + 7 more,16 years old,1k-5k Employees (India),
21,Ognibene India,3.7,(64 Reviews),Reggio Emilia + 2 more,69 years old,51-200 Employees (India),
22,Indiana Ophthalm...,4.9,(64 Reviews),51-200 Employees (India),,,
23,Transmission Cor...,4.4,(64 Reviews),Public,Vijayawada + 11 more,23 years old,1k-5k Employees (India)
24,Tattva Spa,4.2,(64 Reviews),Private,"Gurgaon,Haryana + 16 more",11 years old,1k-5k Employees (India)
25,Redco Internatio...,4.1,(64 Reviews),Doha + 2 more,40 years old,5k-10k Employees (Global),
26,Golcha Associate...,4.3,(64 Reviews),Private,"Jaipur,Rajasthan + 7 more",67 years old,1k-5k Employees (India)
27,Al Basti & Mukth...,4.5,(64 Reviews),Dubai,48 years old,5k-10k Employees (India),
28,Robo Silicon,4.1,(64 Reviews),Private,Hyderabad + 6 more,23 years old,201-500 Employees (India)
29,Vitech Systems A...,3.9,(64 Reviews),Private,"New York,NY + 1 more",19 years old,201-500 Employees (India)
0,Maruti Service M...,3.9,(64 Reviews),Public,New Delhi + 10 more,23 years old,201-500 Employees (India)
1,DEVU TOOLS,4.2,(64 Reviews),Private,Mumbai + 1 more,29 years old,51-200 Employees (India)
2,JRG Automotive i...,3.2,(64 Reviews),Private,Gurgaon + 3 more,15 years old,11-50 Employees (India)
3,Alphamed Formula...,4.4,(64 Reviews),Private,Hyderabad/Secunderabad + 2 more,16 years old,201-500 Employees (India)
4,East Wind Footwe...,4.0,(64 Reviews),Cheyyar + 2 more,1k-5k Employees (India),,
5,Sai Estate consu...,2.5,(64 Reviews),Private,"Mumbai,Maharashtra + 14 more",13 years old,51-200 Employees (India)
6,Government Of Ta...,4.0,(64 Reviews),Private,Chennai + 19 more,72 years old,1 Lakh+ Employees (India)
7,OVT India,3.9,(64 Reviews),Private,"Noida,Uttar Pradesh + 3 more",20 years old,501-1k Employees (India)
8,Azadea Group,4.4,(64 Reviews),Beirut + 9 more,44 years old,10k-50k Employees (Global),
9,TARV TECHNOLOGIE...,3.8,(64 Reviews),Public,"Chennai,Tamil Nadu + 15 more",15 years old,501-1k Employees (India)
10,Salasar Techno E...,3.7,(64 Reviews),Public,New Delhi + 8 more,16 years old,51-200 Employees (India)
11,Sud Chemie,4.2,(64 Reviews),Private,New Delhi + 3 more,53 years old,501-1k Employees (India)
12,Edgetech Air Sys...,3.3,(64 Reviews),New Delhi + 5 more,17 years old,51-200 Employees (India),
13,Seva Automotive,3.7,(64 Reviews),Private,Nasik + 4 more,37 years old,201-500 Employees (India)
14,Suryalakshmi Cot...,3.6,(64 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 7 more",60 years old,501-1k Employees (India)
15,Avacend Solution...,3.8,(64 Reviews),Private,"Chennai,Tamil Nadu + 12 more",19 years old,501-1k Employees (India)
16,Highly Electrica...,3.3,(64 Reviews),Private,"Ahmedabad,Gujarat + 1 more",9 years old,51-200 Employees (India)
17,Kanerika Softwar...,4.5,(64 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",7 years old,51-200 Employees (India)
18,Junglee Games,4.1,(64 Reviews),Private,"Delhi,NCT + 3 more",10 years old,501-1k Employees (India)
19,KARL STORZ,4.0,(64 Reviews),Private,Tuttlingen + 13 more,77 years old,51-200 Employees (India)
20,ROCKWOOL,3.7,(64 Reviews),Private,Hyderabad + 3 more,35 years old,51-200 Employees (India)
21,Grundfos Pumps,3.9,(64 Reviews),Private,"Bjerringbro,Middle Jutland + 9 more",77 years old,201-500 Employees (India)
22,Govt of Karnatak...,4.3,(64 Reviews),Public,Bengaluru + 15 more,66 years old,1 Lakh+ Employees (Global)
23,Recaero,3.7,(64 Reviews),Private,Verniolle + 1 more,31 years old,201-500 Employees (Global)
24,Prudent Insuranc...,4.0,(64 Reviews),Private,"Mumbai,Maharashtra + 5 more",17 years old,51-200 Employees (India)
25,Chennai Ford,4.3,(64 Reviews),Private,Chennai + 5 more,26 years old,1k-5k Employees (India)
26,Polyplastics,4.0,(64 Reviews),Tokyo + 10 more,60 years old,1k-5k Employees (Global),
27,NeST Information...,4.1,(64 Reviews),Private,"Kochi/Cochin,Kerala + 3 more",24 years old,501-1k Employees (India)
28,Saint-Gobain Abr...,4.3,(64 Reviews),Private,Worcester + 12 more,137 years old,10k-50k Employees (Global)
29,Royal HaskoningD...,4.4,(64 Reviews),Private,Amersfoort + 17 more,141 years old,201-500 Employees (India)
0,Mcnally Sayaji E...,3.4,(64 Reviews),Public,Kolkata + 5 more,61 years old,201-500 Employees (India)
1,Infojini,4.1,(64 Reviews),Private,New Jersery + 4 more,16 years old,201-500 Employees (India)
2,Manali Petrochem...,4.2,(64 Reviews),Public,Chennai + 1 more,36 years old,501-1k Employees (India)
3,Asmacs,4.1,(64 Reviews),Private,Mumbai + 13 more,38 years old,51-200 Employees (India)
4,Jindal ITF,4.2,(64 Reviews),Public,New Delhi + 10 more,15 years old,51-200 Employees (India)
5,Engineering Proj...,3.8,(64 Reviews),Private,New Delhi + 14 more,52 years old,1k-5k Employees (India)
6,Naiknavare Devel...,3.6,(64 Reviews),Private,"Pune,Maharashtra + 3 more",36 years old,201-500 Employees (India)
7,Avasa Hotels,4.3,(64 Reviews),Private,Hydrabad + 1 more,10 years old,51-200 Employees (India)
8,Infoplus Technol...,3.8,(64 Reviews),Private,Borehamwood + 2 more,22 years old,201-500 Employees (India)
9,Wadhokar,3.3,(64 Reviews),Private,Pune + 2 more,54 years old,51-200 Employees (India)
10,Wizard e-Marketi...,3.8,(64 Reviews),Private,Kolkata + 2 more,17 years old,201-500 Employees (India)
11,Secure Parking S...,4.6,(64 Reviews),Private,Mumbai + 10 more,43 years old,1k-5k Employees (India)
12,Kumon India Educ...,4.3,(64 Reviews),Private,"New Delhi,Delhi + 13 more",18 years old,51-200 Employees (India)
13,Doosan Babcock,4.7,(64 Reviews),Private,Crawley + 7 more,141 years old,1k-5k Employees (Global)
14,PCI,3.8,(64 Reviews),Private,New Delhi + 16 more,74 years old,201-500 Employees (India)
15,JSM Corporation,3.8,(64 Reviews),Private,"Mumbai,Maharashtra + 10 more",18 years old,201-500 Employees (India)
16,Vritti Solutions,3.8,(64 Reviews),Public,"Pune,Maharashtra + 11 more",17 years old,201-500 Employees (India)
17,Sportking,3.4,(64 Reviews),Public,"Ludhiana,Punjab + 5 more",33 years old,1k-5k Employees (India)
18,Enzene Bioscienc...,4.1,(64 Reviews),Private,"Pune,Maharashtra",16 years old,201-500 Employees (India)
19,Swastik Infra-lo...,4.2,(64 Reviews),Private,Mumbai + 9 more,501-1k Employees (India),
20,Stesalit,3.2,(64 Reviews),Private,Kolkata + 11 more,12 years old,51-200 Employees (India)
21,Delhi Developmen...,4.2,(64 Reviews),Private,New Delhi + 2 more,65 years old,1k-5k Employees (India)
22,Kerakoll,4.6,(64 Reviews),Private,Sassuolo + 18 more,54 years old,51-200 Employees (India)
23,Carestream Healt...,4.0,(64 Reviews),Private,New York + 8 more,15 years old,201-500 Employees (India)
24,Strand Life Scie...,3.6,(64 Reviews),Private,"Bangalore,Karnataka + 9 more",22 years old,201-500 Employees (India)
25,Techmagnate,3.9,(64 Reviews),Private,"Delhi/NCR,Delhi",4 years old,201-500 Employees (India)
26,Rapid Global Bus...,3.9,(64 Reviews),Private,Troy + 4 more,25 years old,201-500 Employees (India)
27,Supreme Group,3.5,(64 Reviews),Private,Dubai + 19 more,65 years old,1 Lakh+ Employees (India)
28,Bal Bharati Publ...,3.9,(64 Reviews),Noida + 12 more,30 years old,,
29,Asian Institute ...,4.3,(64 Reviews),Private,"Hyderabad/Secunderabad,Telangana",28 years old,501-1k Employees (India)
0,Jaya Shree Texti...,4.0,(64 Reviews),Hooghly + 3 more,73 years old,51-200 Employees (India),
1,Precision Seals ...,3.8,(64 Reviews),Pune,33 years old,,
2,Atcis Technology,4.5,(64 Reviews),Private,Kolkata + 2 more,9 years old,1k-5k Employees (India)
3,Assam down town ...,2.8,(64 Reviews),Private,"Guwahati,Assam",12 years old,201-500 Employees (India)
4,K.R.Pulp & Paper...,3.7,(64 Reviews),Public,Shahjahanpur + 2 more,27 years old,201-500 Employees (India)
5,Amrit Bottlers,4.6,(64 Reviews),Private,"Faizabad,Uttar Pradesh + 7 more",40 years old,201-500 Employees (India)
6,Transworld Group...,3.6,(64 Reviews),Dubai + 12 more,45 years old,201-500 Employees (India),
7,Rakshit Drugs,3.4,(64 Reviews),Private,Hyderabad + 3 more,22 years old,201-500 Employees (India)
8,Kyocera Document...,3.5,(64 Reviews),Private,Osaka + 14 more,88 years old,201-500 Employees (India)
9,Anchor Offshore ...,3.4,(64 Reviews),Mumbai + 7 more,39 years old,201-500 Employees (India),
10,Forbes Facility ...,4.2,(64 Reviews),Private,"Mumbai,Maharashtra + 10 more",16 years old,1k-5k Employees (India)
11,First Step Babyw...,4.6,(64 Reviews),Hosur + 4 more,20 years old,201-500 Employees (India),
12,Ramkrishna Care ...,4.2,(64 Reviews),Raipur + 6 more,30 years old,501-1k Employees (India),
13,Raj Industries,3.7,(64 Reviews),Private,Bhiwadi + 15 more,14 years old,51-200 Employees (India)
14,Hotel Andaz Delh...,3.9,(64 Reviews),New Delhi + 4 more,201-500 Employees (India),,
15,Jumbotail Techno...,4.0,(64 Reviews),"Bangalore/Bengaluru,Karnataka + 12 more",7 years old,201-500 Employees (India),
16,Entero Healthcar...,4.1,(64 Reviews),"Mumbai,Maharashtra + 11 more",4 years old,1k-5k Employees (India),
17,Baazar Kolkata,4.1,(64 Reviews),Kolkata + 21 more,201-500 Employees (India),,
18,DotPe,3.4,(64 Reviews),Private,"Gurgaon,Haryana + 3 more",3 years old,201-500 Employees (India)
19,Digikredit Finan...,3.7,(64 Reviews),Private,"Mumbai,Maharashtra + 15 more",8 years old,51-200 Employees (India)
20,Euronet Global D...,4.4,(64 Reviews),"Leawood,Kansas + 7 more",28 years old,501-1k Employees (India),
21,Hitachi MGRM Net,3.8,(64 Reviews),New Delhi + 4 more,4 years old,1k-5k Employees (India),
22,Qwik Supply Chai...,4.0,(64 Reviews),Jaipur + 35 more,1k-5k Employees (India),,
23,Modern Construct...,3.4,(64 Reviews),New Delhi + 11 more,46 years old,201-500 Employees (India),
24,Sandhar Componen...,3.6,(64 Reviews),Gurgaon + 7 more,35 years old,201-500 Employees (India),
25,Techjays,4.6,(64 Reviews),"Santa Cruz,California",4 years old,51-200 Employees (India),
26,Desnor Destinati...,4.3,(64 Reviews),,,,
27,Aegis Associates,3.5,(64 Reviews),New Delhi + 13 more,22 years old,1k-5k Employees (India),
28,Telligent (A Ver...,3.3,(64 Reviews),Private,"Frisco,Texas + 1 more",18 years old,1-10 Employees (India)
29,V2soft,3.7,(64 Reviews),Private,"Bloomfield Hills,Michigan + 2 more",24 years old,51-200 Employees (India)
0,DiacriTech,3.3,(64 Reviews),Private,"Chennai,Tamil Nadu + 1 more",25 years old,201-500 Employees (India)
1,AJ Hospital and ...,3.8,(64 Reviews),Private,Mangalore + 1 more,21 years old,501-1k Employees (Global)
2,V2soft,3.7,(64 Reviews),Private,"Bloomfield Hills,Michigan + 2 more",24 years old,51-200 Employees (India)
3,Gia India Labora...,3.9,(64 Reviews),Mumbai + 3 more,91 years old,51-200 Employees (India),
4,WorkIndia,3.5,(64 Reviews),Private,"Mumbai,Maharashtra + 8 more",7 years old,201-500 Employees (India)
5,U K Paints,3.8,(1.8k Reviews),New Delhi + 7 more,103 years old,501-1k Employees (Global),
6,Chiripal Group,3.6,(200 Reviews),Private,Ahmedabad + 4 more,50 years old,10k-50k Employees (India)
7,Omega,4.0,(63 Reviews),Private,Sofia + 15 more,1k-5k Employees (India),
8,Gopalan Enterpri...,4.1,(63 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",38 years old,201-500 Employees (India)
9,Gemini Solutions,3.8,(63 Reviews),Private,"Gurgaon/Gurugram,Haryana + 3 more",10 years old,501-1k Employees (India)
10,BPO Systems,3.9,(63 Reviews),Private,"Walnut Creek,California + 23 more",22 years old,51-200 Employees (Global)
11,Windals Precisio...,4.2,(63 Reviews),Private,Mumbai + 3 more,32 years old,501-1k Employees (Global)
12,EIH,4.3,(63 Reviews),Public,"Delhi/NCR,New Delhi + 7 more",73 years old,5k-10k Employees (India)
13,United Biscuits,4.7,(63 Reviews),Private,Hayes + 17 more,74 years old,501-1k Employees (India)
14,Itron,3.7,(63 Reviews),Private,Liberty Lake + 6 more,45 years old,501-1k Employees (India)
15,Funskool India,4.2,(63 Reviews),Private,Chennai + 10 more,34 years old,201-500 Employees (India)
16,Webguru Infosyst...,4.5,(63 Reviews),Private,"Kolkata,West Bengal",17 years old,201-500 Employees (India)
17,ITM,3.1,(63 Reviews),Private,"Munich,Bavaria + 22 more",31 years old,5k-10k Employees (India)
18,Schiller Healthc...,3.7,(63 Reviews),Private,"Mumbai,Maharashtra + 16 more",25 years old,201-500 Employees (India)
19,Macurex Sensors,3.3,(63 Reviews),Private,Bangalore + 1 more,501-1k Employees (India),
20,Aster (India),3.4,(63 Reviews),Private,New Delhi + 11 more,32 years old,51-200 Employees (India)
21,Alacrity Ecommer...,3.6,(63 Reviews),Private,"Nagpur,Maharashtra",12 years old,201-500 Employees (India)
22,Snap-on Business...,4.0,(63 Reviews),Private,"Richfield,Ohio + 3 more",26 years old,201-500 Employees (India)
23,LeadSquared,3.7,(63 Reviews),Private,"Bangalore,Karnataka + 6 more",11 years old,1k-5k Employees (India)
24,Hindustan Motors,4.3,(63 Reviews),Public,Kolkata + 15 more,80 years old,51-200 Employees (India)
25,GOOD,3.7,(63 Reviews),Private,Almaty + 21 more,18 years old,50k-1 Lakh Employees (India)
26,Unique Builders,3.7,(63 Reviews),Private,Jaipur + 10 more,20 years old,51-200 Employees (India)
27,Kalpa Electrikal,3.6,(63 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",44 years old,501-1k Employees (India)
28,Fynd,4.4,(63 Reviews),Private,"Mumbai,Maharashtra + 5 more",8 years old,501-1k Employees (India)
29,Ceragem,3.4,(63 Reviews),Los Angeles + 19 more,24 years old,1k-5k Employees (India),
0,Listenlights,4.1,(63 Reviews),Mumbai + 4 more,36 years old,51-200 Employees (Global),
1,Shinhan Bank,3.4,(63 Reviews),Public,"Seoul,Jung-gu + 7 more",40 years old,51-200 Employees (India)
2,Sac Engine Compo...,3.7,(63 Reviews),Chennai + 2 more,36 years old,501-1k Employees (India),
3,Ambica Steels,4.4,(63 Reviews),New Delhi + 3 more,52 years old,1k-5k Employees (India),
4,Remsons Industri...,4.0,(63 Reviews),Public,Mumbai + 5 more,63 years old,201-500 Employees (India)
5,Dewar's Garage,3.3,(63 Reviews),Kolkata,27 years old,201-500 Employees (India),
6,LUK INDIA,4.3,(63 Reviews),Private,Fitchburg + 3 more,51-200 Employees (Global),
7,Rohilkhand Medic...,4.0,(63 Reviews),Private,Bareilly + 4 more,16 years old,201-500 Employees (India)
8,Apollo Fiege Int...,4.4,(63 Reviews),Private,"Gurgaon/Gurugram,Haryana + 15 more",10 years old,201-500 Employees (India)
9,Chelsea Mills LL...,3.1,(63 Reviews),LLP,"Gurgaon/Gurugram,Haryana + 2 more",44 years old,501-1k Employees (India)
10,Paayas Milk Prod...,4.1,(63 Reviews),Private,"Jaipur,Rajasthan + 3 more",10 years old,11-50 Employees (India)
11,SJS Enterprises,3.8,(63 Reviews),Bengaluru + 4 more,35 years old,201-500 Employees (India),
12,Sila Solutions,4.2,(63 Reviews),Private,Mumbai + 6 more,12 years old,5k-10k Employees (India)
13,Ashpra Skills,3.7,(63 Reviews),Private,"Noida,Uttar Pradesh + 13 more",8 years old,51-200 Employees (Global)
14,Mindtree Solutio...,4.0,(63 Reviews),Private,Delhi + 6 more,1 Lakh+ Employees (India),
15,National Rural L...,3.8,(63 Reviews),New Delhi + 28 more,11 years old,51-200 Employees (India),
16,Delivery.com,4.1,(63 Reviews),Private,New York + 34 more,201-500 Employees (India),
17,Tax Consultants,4.3,(63 Reviews),Private,Fairfield + 33 more,11-50 Employees (Global),
18,Asmitha Microfin...,4.7,(63 Reviews),Public,Hyderabad + 27 more,20 years old,51-200 Employees (India)
19,Simeio Solutions,4.1,(63 Reviews),Private,"Mumbai,Maharashtra + 1 more",13 years old,201-500 Employees (India)
20,Irvine Infocom,3.4,(63 Reviews),Private,"New Delhi,Delhi + 1 more",6 years old,201-500 Employees (Global)
21,Trinity Touch,3.8,(63 Reviews),Private,New Delhi + 4 more,24 years old,51-200 Employees (India)
22,Vardhman Acrylic...,3.9,(63 Reviews),Public,"Bharuch,Gujarat + 5 more",32 years old,1k-5k Employees (India)
23,Eon Electric,3.2,(63 Reviews),Public,Noida + 11 more,64 years old,201-500 Employees (India)
24,Bundy India,4.1,(63 Reviews),Vadodara + 6 more,501-1k Employees (India),,
25,Winsome Textile ...,4.2,(63 Reviews),Public,"Chandigarh,Chandigarh + 6 more",32 years old,501-1k Employees (India)
26,Rachna Sagar,3.4,(63 Reviews),Private,New Delhi + 13 more,27 years old,51-200 Employees (India)
27,Blue Consulting,3.7,(63 Reviews),Private,Noida + 3 more,17 years old,51-200 Employees (India)
28,Al Mulla Group,4.1,(63 Reviews),Private,Kuwait City + 6 more,84 years old,10k-50k Employees (Global)
29,Dcmodel Sr. Sec....,4.8,(63 Reviews),"Panchkula,Haryana + 4 more",42 years old,,
0,Promaestro Techs...,4.6,(63 Reviews),Private,Hyderabad + 1 more,14 years old,51-200 Employees (India)
1,U N Mehta Instit...,4.2,(63 Reviews),Ahmedabad,40 years old,51-200 Employees (India),
2,Neugene Internat...,4.7,(63 Reviews),Noida + 25 more,51-200 Employees (India),,
3,Ekeeda,4.8,(63 Reviews),Private,"Mumbai,Maharashtra + 3 more",6 years old,51-200 Employees (India)
4,Sterling Softwar...,4.2,(63 Reviews),Private,"Chennai,Tamil Nadu",26 years old,1-10 Employees (India)
5,Jindal Stainless...,3.9,(63 Reviews),Gurugram + 10 more,18 years old,1k-5k Employees (India),
